itemCollection_shopItems_electronicsProgression,,,
Gear_TargetingTrackingSystem_Hartford_F2400,Upgrade,1,3
Gear_TargetingTrackingSystem_Hartford_F3000,Upgrade,1,2
Gear_TargetingTrackingSystem_Hartford_S2000,Upgrade,1,1
Gear_TargetingTrackingSystem_Kallon_A-C-1500,Upgrade,1,3
Gear_TargetingTrackingSystem_Kallon_A-C-P150+,Upgrade,1,2
Gear_TargetingTrackingSystem_Kallon_Lock-On,Upgrade,1,1
Gear_TargetingTrackingSystem_RCA_InstaTrac-IX,Upgrade,1,3
Gear_TargetingTrackingSystem_RCA_InstaTrac-X,Upgrade,1,2
Gear_TargetingTrackingSystem_RCA_InstaTrac-XII,Upgrade,1,1
Weapon_Laser_LargeLaser_2-Diverse_Optics,Weapon,1,2
Weapon_Laser_LargeLaser_2-ExoStar,Weapon,1,2
Weapon_Laser_LargeLaser_2-Intek,Weapon,1,2
Weapon_Laser_LargeLaser_2-Magna,Weapon,1,2
Weapon_Laser_LargeLaser_3-Magna,Weapon,1,1
Weapon_Laser_MediumLaser_2-Diverse_Optics,Weapon,1,2
Weapon_Laser_MediumLaser_2-ExoStar,Weapon,1,2
Weapon_Laser_MediumLaser_2-Intek,Weapon,1,2
Weapon_Laser_MediumLaser_2-Magna,Weapon,1,2
Weapon_Laser_MediumLaser_3-Diverse_Optics,Weapon,1,1
Weapon_Laser_SmallLaser_2-Diverse_Optics,Weapon,1,2
Weapon_Laser_SmallLaser_2-ExoStar,Weapon,1,2
Weapon_Laser_SmallLaser_2-Intek,Weapon,1,2
Weapon_Laser_SmallLaser_2-Magna,Weapon,1,2
Weapon_Laser_SmallLaser_3-Intek,Weapon,1,1
Weapon_Laser_ChemArray_1-Star,Weapon,1,3
Weapon_Laser_ChemLarge_1-BellFire,Weapon,1,3
Weapon_Laser_ChemMedium_1-Royal,Weapon,1,3
Weapon_Laser_ChemSmall_1-Razor,Weapon,1,3
Weapon_Laser_ChemArray_2-Star,Weapon,1,1
Weapon_Laser_ChemLarge_2-BellFire,Weapon,1,1
Weapon_Laser_ChemMedium_2-Royal,Weapon,1,1
Weapon_Laser_ChemSmall_2-Razor,Weapon,1,1
Weapon_Rifle_Disrupter_0-STOCK,Weapon1,3
